lexEntry	nrOfTokens	isPrefix	polarity
not excruciat	2	1	neg_negative
not execrab	2	1	neg_negative
not execrat	2	1	neg_negative
not exhaust	2	1	neg_negative
not exile	2	1	neg_negative
not expel	2	1	neg_negative
not explod	2	1	neg_negative
not exploit	2	1	neg_negative
not explosi	2	1	neg_negative
not exterminat	2	1	neg_negative
not extinct	2	1	neg_negative
not extinguish	2	1	neg_negative
not extravagant	2	1	neg_negative
not extreme	2	0	neg_negative
not extremi	2	1	neg_negative
not eyesore	2	0	neg_negative
not fabrication	2	1	neg_negative
not fade	2	1	neg_negative
not fading	2	1	neg_negative
not fail	2	1	neg_negative
not faint	2	1	neg_negative
not faithless	2	1	neg_negative
not fake	2	1	neg_negative
not fallacies	2	0	neg_negative
not fallacious	2	1	neg_negative
not fallacy	2	0	neg_negative
not fallen	2	0	neg_negative
not fallout	2	1	neg_negative
not fallow	2	0	neg_negative
not fals	2	1	neg_negative
not falsehood	2	1	neg_negative
not falseness	2	1	neg_negative
not falter	2	1	neg_negative
not famine	2	1	neg_negative
not famished	2	1	neg_negative
not fanatic	2	1	neg_negative
not fascis	2	1	neg_negative
not fash	2	0	neg_negative
not fashed	2	0	neg_negative
not fashes	2	0	neg_negative
not fashing	2	0	neg_negative
not fastidious	2	1	neg_negative
not fatal	2	1	neg_negative
not fatigu	2	1	neg_negative
not fault	2	0	neg_negative
not faulted	2	0	neg_negative
not faulti	2	1	neg_negative
not faults	2	0	neg_negative
not faulty	2	0	neg_negative
not favortitism	2	1	neg_negative
not favourititsm	2	1	neg_negative
not fawn	2	1	neg_negative
not faze	2	1	neg_negative
not fear	2	0	neg_negative
not feared	2	1	neg_negative
not fearful	2	1	neg_negative
not fearing	2	1	neg_negative
not fears	2	1	neg_negative
not fed up	3	0	neg_negative
not feebl	2	1	neg_negative
not feign	2	1	neg_negative
not feint	2	1	neg_negative
not feroc	2	1	neg_negative
not feud	2	0	neg_negative
not feudal	2	0	neg_negative
not feuded	2	0	neg_negative
not feuding	2	0	neg_negative
not feuds	2	0	neg_negative
not fiasco	2	1	neg_negative
not fickl	2	1	neg_negative
not fidget	2	1	neg_negative
not fiefdom	2	1	neg_negative
not fiend	2	1	neg_negative
not fierc	2	1	neg_negative
not fiery	2	1	neg_negative
not fight	2	1	neg_negative
not filth	2	1	neg_negative
not filthy	2	1	neg_negative
not fishy	2	0	neg_negative
not flabbergast	2	1	neg_negative
not flaw	2	0	neg_negative
not flawed	2	1	neg_negative
not flaws	2	1	neg_negative
not flimsy	2	1	neg_negative
not flinch	2	1	neg_negative
not flip	2	0	neg_negative
not flippan	2	1	neg_negative
not flipped	2	0	neg_negative
not flipping	2	0	neg_negative
not flips	2	0	neg_negative
not flop	2	1	neg_negative
not flounder	2	1	neg_negative
not flunk	2	1	neg_negative
not flurry	2	1	neg_negative
not fluster	2	1	neg_negative
not flutter	2	1	neg_negative
not foe	2	1	neg_negative
not fog	2	0	neg_negative
not fogg	2	1	neg_negative
not foggy	2	0	neg_negative
not fogs	2	0	neg_negative
not foibl	2	1	neg_negative
not foil	2	1	neg_negative
not folly	2	1	neg_negative
not foment	2	1	neg_negative
not fool	2	1	neg_negative
not foppish	2	1	neg_negative
not forbid	2	1	neg_negative
not forced	2	1	neg_negative
not forcing	2	0	neg_negative
not forebade	2	1	neg_negative
not forebid	2	1	neg_negative
not forebod	2	1	neg_negative
not forfeit	2	1	neg_negative
not forget	2	1	neg_negative
not forgot	2	1	neg_negative
not forlorn	2	1	neg_negative
not formidab	2	1	neg_negative
not forsake	2	1	neg_negative
not fought	2	1	neg_negative
not foul	2	1	neg_negative
not foundered	2	0	neg_negative
not fractur	2	1	neg_negative
not fragil	2	1	neg_negative
not frail	2	1	neg_negative
not frantic	2	1	neg_negative
not fraud	2	1	neg_negative
not fraught	2	1	neg_negative
not frazzl	2	1	neg_negative
not freak	2	1	neg_negative
not freezing	2	0	neg_negative
not frenz	2	1	neg_negative
not fret	2	1	neg_negative
not friendless	2	0	neg_negative
not fright	2	1	neg_negative
not frigid	2	1	neg_negative
not fritter	2	1	neg_negative
not frivol	2	1	neg_negative
not frown	2	1	neg_negative
not frozen	2	1	neg_negative
not fruitless	2	1	neg_negative
not frustrat	2	1	neg_negative
not fuck	2	1	neg_negative
not fulsom	2	1	neg_negative
not fumbl	2	1	neg_negative
not fume	2	1	neg_negative
not fuming	2	1	neg_negative
not funereal	2	1	neg_negative
not furiou	2	1	neg_negative
not fury	2	1	neg_negative
not fuss	2	1	neg_negative
not futil	2	1	neg_negative
not gall	2	0	neg_negative
not galled	2	0	neg_negative
not galling	2	1	neg_negative
not gallow	2	1	neg_negative
not gambl	2	1	neg_negative
not gang	2	0	neg_negative
not garbl	2	1	neg_negative
not gash	2	0	neg_negative
not gashed	2	0	neg_negative
not gashes	2	0	neg_negative
not gashing	2	0	neg_negative
not gasp	2	1	neg_negative
not gaud	2	1	neg_negative
not germ	2	0	neg_negative
not germs	2	0	neg_negative
not ghastly	2	1	neg_negative
not ghost	2	0	neg_negative
not ghostli	2	1	neg_negative
not ghostly	2	0	neg_negative
not ghosts	2	0	neg_negative
not gloat	2	1	neg_negative
not gloom	2	1	neg_negative
not glower	2	0	neg_negative
not glum	2	1	neg_negative
not glut	2	0	neg_negative
not glutton	2	1	neg_negative
not gnash	2	1	neg_negative
not god knows	3	1	neg_negative
not goddam	2	1	neg_negative
not goddamn	2	1	neg_negative
not goodbye	2	1	neg_negative
not gorgonian	2	1	neg_negative
not grab	2	1	neg_negative
not graceless	2	1	neg_negative
not grappl	2	1	neg_negative
not grasp	2	1	neg_negative
not grating	2	1	neg_negative
not gratuitous	2	1	neg_negative
not grave	2	0	neg_negative
not grave	2	1	neg_negative
not greed	2	1	neg_negative
not grie	2	1	neg_negative
not grievous	2	1	neg_negative
not grim	2	1	neg_negative
not grind	2	0	neg_negative
not grinder	2	0	neg_negative
not grinding	2	0	neg_negative
not grindingly	2	0	neg_negative
not gripe	2	1	neg_negative
not grizzly	2	1	neg_negative
not groan	2	1	neg_negative
not grogg	2	1	neg_negative
not gross	2	0	neg_negative
not grossly	2	0	neg_negative
not grotesqu	2	1	neg_negative
not grouch	2	1	neg_negative
not groundbreaking	2	0	neg_negative
not grovel	2	1	neg_negative
not growl	2	1	neg_negative
not grubby	2	1	neg_negative
not grudg	2	1	neg_negative
not gruelling	2	1	neg_negative
not gruff	2	1	neg_negative
not grumbl	2	1	neg_negative
not grump	2	1	neg_negative
not guilt	2	0	neg_negative
not guilti	2	1	neg_negative
not guilty	2	1	neg_negative
not gullib	2	1	neg_negative
not gunk	2	1	neg_negative
not gutless	2	1	neg_negative
not hack	2	1	neg_negative
not hades	2	1	neg_negative
not haggard	2	1	neg_negative
not half hearted	3	1	neg_negative
not half mast	3	0	neg_negative
not halt	2	0	neg_negative
not halted	2	0	neg_negative
not halting	2	0	neg_negative
not halts	2	0	neg_negative
not hamper	2	1	neg_negative
not handicap	2	1	neg_negative
not hang by a thread	5	0	neg_negative
not hang over	3	1	neg_negative
not hanged	2	0	neg_negative
not hangover	2	1	neg_negative
not haphazard	2	1	neg_negative
not hapless	2	1	neg_negative
not harang	2	1	neg_negative
not harass	2	1	neg_negative
not hard	2	0	neg_negative
not harden	2	1	neg_negative
not harder	2	0	neg_negative
not hardest	2	0	neg_negative
not hardhead	2	1	neg_negative
not hardhearted	2	1	neg_negative
not hardship	2	1	neg_negative
not harm	2	0	neg_negative
not harmed	2	1	neg_negative
not harmer	2	1	neg_negative
not harmful	2	1	neg_negative
not harming	2	1	neg_negative
not harms	2	1	neg_negative
not harried	2	1	neg_negative
not harsh	2	1	neg_negative
not hassl	2	1	neg_negative
not hate	2	1	neg_negative
not hating	2	1	neg_negative
not hatr	2	1	neg_negative
not haught	2	1	neg_negative
not haunt	2	1	neg_negative
not havoc	2	1	neg_negative
not hazard	2	1	neg_negative
not haze	2	0	neg_negative
not hazed	2	0	neg_negative
not hazer	2	0	neg_negative
not hazes	2	0	neg_negative
not hazi	2	1	neg_negative
not hazy	2	1	neg_negative
not headach	2	1	neg_negative
not heart break	3	0	neg_negative
not heart rending	3	1	neg_negative
not heart wounding	3	0	neg_negative
not heart wrench	3	0	neg_negative
not heartache	2	0	neg_negative
not heartbreak	2	1	neg_negative
not heartbroke	2	1	neg_negative
not heartburn	2	1	neg_negative
not heartless	2	1	neg_negative
not heartsick	2	1	neg_negative
not heavily	2	1	neg_negative
not heavy	2	1	neg_negative
not heckl	2	1	neg_negative
not heedless	2	1	neg_negative
not heinous	2	1	neg_negative
not hell	2	0	neg_negative
not hellbender	2	1	neg_negative
not hellcat	2	1	neg_negative
not hellfire	2	1	neg_negative
not hellhole	2	1	neg_negative
not hellhound	2	1	neg_negative
not hellion	2	1	neg_negative
not hellish	2	1	neg_negative
not hells	2	0	neg_negative
not helpless	2	1	neg_negative
not hesita	2	1	neg_negative
not hid	2	1	neg_negative
not hinder	2	1	neg_negative
not hindranc	2	1	neg_negative
not hissing	2	1	neg_negative
not hits	2	1	neg_negative
not hitt	2	1	neg_negative
not hoax	2	1	neg_negative
not hobbl	2	1	neg_negative
not holier than thou	4	0	neg_negative
not hollow	2	1	neg_negative
not holocaust	2	1	neg_negative
not homeless	2	1	neg_negative
not homeli	2	1	neg_negative
not homely	2	1	neg_negative
not homesick	2	1	neg_negative
not homicid	2	1	neg_negative
not homophob	2	1	neg_negative
not hoodwinked	2	1	neg_negative
not hopeless	2	1	neg_negative
not horr	2	1	neg_negative
not hostage	2	1	neg_negative
not hostil	2	1	neg_negative
not hot headed	3	1	neg_negative
not hot potato	3	1	neg_negative
not hot seat	3	0	neg_negative
not hot spot	3	1	neg_negative
not hotbed	2	1	neg_negative
not hothead	2	1	neg_negative
not hotheaded	2	1	neg_negative
not hound	2	1	neg_negative
not huff	2	1	neg_negative
not humiliat	2	1	neg_negative
not humorless	2	1	neg_negative
not humourless	2	1	neg_negative
not hurt	2	1	neg_negative
not hustl	2	1	neg_negative
not hypercritical	2	1	neg_negative
not hypochondriac	2	1	neg_negative
not hypocri	2	1	neg_negative
not hysteri	2	1	neg_negative
not icy	2	1	neg_negative
not ideologue	2	1	neg_negative
not idiot	2	1	neg_negative
not idle	2	1	neg_negative
not ignob	2	1	neg_negative
not ignom	2	1	neg_negative
not ignor	2	1	neg_negative
not ill	2	0	neg_negative
not illegal	2	1	neg_negative
not illegitima	2	1	neg_negative
not illicit	2	1	neg_negative
not illitera	2	1	neg_negative
not illness	2	1	neg_negative
not illogic	2	1	neg_negative
not illomen	2	1	neg_negative
not ills	2	0	neg_negative
not illusion	2	1	neg_negative
not illusive	2	1	neg_negative
not illusory	2	0	neg_negative
not imbalance	2	1	neg_negative
not immatur	2	1	neg_negative
not immoral	2	1	neg_negative
not immovab	2	1	neg_negative
not impair	2	1	neg_negative
not impasse	2	1	neg_negative
not impatien	2	1	neg_negative
not impede	2	1	neg_negative
not impediment	2	1	neg_negative
not imperfect	2	1	neg_negative
not impersonal	2	1	neg_negative
not impertinent	2	1	neg_negative
not impetuous	2	1	neg_negative
not impinge	2	1	neg_negative
not implausib	2	1	neg_negative
not implicat	2	1	neg_negative
not impolit	2	1	neg_negative
not impossib	2	1	neg_negative
not impotent	2	1	neg_negative
not impoverish	2	1	neg_negative
not imprecis	2	1	neg_negative
not imprison	2	1	neg_negative
not improbab	2	1	neg_negative
not improper	2	1	neg_negative
not improviden	2	1	neg_negative
not imprudent	2	1	neg_negative
not impulsiv	2	1	neg_negative
not impur	2	1	neg_negative
not in hot water	4	0	neg_negative
not inabilit	2	1	neg_negative
not inaccessib	2	1	neg_negative
not inaccur	2	1	neg_negative
not inactiv	2	1	neg_negative
not inadequa	2	1	neg_negative
not inane	2	0	neg_negative
not inappropriat	2	1	neg_negative
not incapa	2	1	neg_negative
not incensed	2	0	neg_negative
not incenses	2	0	neg_negative
not incensing	2	0	neg_negative
not incest	2	1	neg_negative
not incoher	2	1	neg_negative
not incompatib	2	1	neg_negative
not incompetenc	2	1	neg_negative
not incompetent	2	1	neg_negative
not incomplet	2	1	neg_negative
not inconceivab	2	1	neg_negative
not inconsiderat	2	1	neg_negative
not inconsist	2	1	neg_negative
not inconsolab	2	1	neg_negative
not inconvenient	2	1	neg_negative
not incorrect	2	1	neg_negative
not incredulous	2	1	neg_negative
not incriminat	2	1	neg_negative
not incurab	2	1	neg_negative
not incursion	2	1	neg_negative
not indebted	2	1	neg_negative
not indecent	2	1	neg_negative
not indecis	2	1	neg_negative
not indefinit	2	1	neg_negative
not indeterminat	2	1	neg_negative
not indictment	2	1	neg_negative
not indifferenc	2	1	neg_negative
not indifferent	2	1	neg_negative
not indigna	2	1	neg_negative
not indiscriminat	2	1	neg_negative
not indispos	2	1	neg_negative
not indistinct	2	1	neg_negative
not ineffect	2	1	neg_negative
not inefficien	2	1	neg_negative
not inept	2	1	neg_negative
not inequal	2	1	neg_negative
not inequity	2	1	neg_negative
not inexact	2	1	neg_negative
not inexcusab	2	1	neg_negative
not inexperienc	2	1	neg_negative
not inexplicab	2	1	neg_negative
not inexpressiv	2	1	neg_negative
not inextinguishab	2	1	neg_negative
not infamous	2	1	neg_negative
not infect	2	0	neg_negative
not infected	2	0	neg_negative
not infectio	2	1	neg_negative
not infects	2	0	neg_negative
not inferior	2	1	neg_negative
not infest	2	1	neg_negative
not inflexib	2	1	neg_negative
not inflict	2	1	neg_negative
not infrequent	2	1	neg_negative
not infring	2	1	neg_negative
not infuriat	2	1	neg_negative
not inglorious	2	1	neg_negative
not ingrat	2	1	neg_negative
not inhib	2	1	neg_negative
not inhuman	2	1	neg_negative
not inimical	2	1	neg_negative
not injunction	2	1	neg_negative
not injur	2	1	neg_negative
not injury	2	1	neg_negative
not injustic	2	1	neg_negative
not innuendo	2	1	neg_negative
not inquietud	2	1	neg_negative
not insan	2	1	neg_negative
not inscrutab	2	1	neg_negative
not insecur	2	1	neg_negative
not insensib	2	1	neg_negative
not insensitiv	2	1	neg_negative
not insidious	2	1	neg_negative
not insignificant	2	1	neg_negative
not insincer	2	1	neg_negative
not insinuat	2	1	neg_negative
not insipid	2	1	neg_negative
not insolenc	2	1	neg_negative
not insolent	2	1	neg_negative
not insoucianc	2	1	neg_negative
not instab	2	1	neg_negative
not insufferab	2	1	neg_negative
not insufficien	2	1	neg_negative
not insulate	2	0	neg_negative
not insulated	2	0	neg_negative
not insulates	2	0	neg_negative
not insult	2	1	neg_negative
not insurgen	2	1	neg_negative
not interfer	2	1	neg_negative
not interrupt	2	1	neg_negative
not intimidat	2	1	neg_negative
not intolera	2	1	neg_negative
not intrud	2	1	neg_negative
not intrusi	2	1	neg_negative
not inundat	2	1	neg_negative
not invad	2	1	neg_negative
not invalid	2	1	neg_negative
not invas	2	1	neg_negative
not invisib	2	1	neg_negative
not involuntary	2	1	neg_negative
not irascib	2	1	neg_negative
not irascibility	2	1	neg_negative
not irat	2	1	neg_negative
not ire	2	1	neg_negative
not irk	2	1	neg_negative
not ironic	2	1	neg_negative
not irony	2	1	neg_negative
not irrational	2	1	neg_negative
not irreconcil	2	1	neg_negative
not irregular	2	1	neg_negative
not irrelevant	2	1	neg_negative
not irreparab	2	1	neg_negative
not irresponsib	2	1	neg_negative
not irrita	2	1	neg_negative
not irritat	2	1	neg_negative
not isolat	2	1	neg_negative
not itchy	2	1	neg_negative
not jaded	2	1	neg_negative
not jail	2	1	neg_negative
not jargon	2	1	neg_negative
not jarred	2	0	neg_negative
not jarring	2	1	neg_negative
not jars	2	0	neg_negative
not jealou	2	1	neg_negative
not jeer	2	1	neg_negative
not jeopard	2	1	neg_negative
not jerk	2	1	neg_negative
not jitte	2	1	neg_negative
not joyless	2	1	neg_negative
not judgmental	2	1	neg_negative
not jumbl	2	1	neg_negative
not jumpy	2	1	neg_negative
not junk	2	0	neg_negative
not junked	2	0	neg_negative
not junking	2	0	neg_negative
not junks	2	0	neg_negative
not junky	2	0	neg_negative
not kick	2	0	neg_negative
not kicked	2	0	neg_negative
not kicking	2	0	neg_negative
not kicks	2	0	neg_negative
not kidnap	2	1	neg_negative
not kill	2	1	neg_negative
not knif	2	1	neg_negative
not kniv	2	1	neg_negative
not knock	2	0	neg_negative
not knocked	2	0	neg_negative
not labyrinth	2	1	neg_negative
not lachrymos	2	1	neg_negative
not lack	2	1	neg_negative
not lag	2	0	neg_negative
not laggard	2	1	neg_negative
not lagged	2	0	neg_negative
not lagging	2	0	neg_negative
not lags	2	0	neg_negative
not lame	2	1	neg_negative
not languid	2	1	neg_negative
not languish	2	1	neg_negative
not languor	2	1	neg_negative
not lapse	2	0	neg_negative
not lapsed	2	0	neg_negative
not lapses	2	0	neg_negative
not laughab	2	1	neg_negative
not laughingstock	2	0	neg_negative
not lawles	2	1	neg_negative
not lawsuit	2	1	neg_negative
not lax	2	0	neg_negative
not lazi	2	1	neg_negative
not lazy	2	1	neg_negative
not leaderless	2	0	neg_negative
not leak	2	1	neg_negative
not leery	2	1	neg_negative
not lethal	2	1	neg_negative
not liab	2	1	neg_negative
not liar	2	1	neg_negative
not lice	2	0	neg_negative
not lie to	3	0	neg_negative
not lied	2	0	neg_negative
not lifeless	2	1	neg_negative
not limit	2	0	neg_negative
not limita	2	1	neg_negative
not limite	2	1	neg_negative
not limiting	2	0	neg_negative
not limits	2	0	neg_negative
not limp	2	0	neg_negative
not limped	2	0	neg_negative
not limper	2	0	neg_negative
not limpid	2	0	neg_negative
not limping	2	0	neg_negative
not limply	2	0	neg_negative
not limpness	2	0	neg_negative
not limps	2	0	neg_negative
not litter	2	1	neg_negative
not livid	2	1	neg_negative
not loath	2	1	neg_negative
not lone	2	1	neg_negative
not loom	2	1	neg_negative
not loop hol	3	1	neg_negative
not lopsided	2	1	neg_negative
not lorn	2	1	neg_negative
not lose	2	1	neg_negative
not losing	2	1	neg_negative
not loss	2	1	neg_negative
not lost	2	1	neg_negative
not lous	2	1	neg_negative
not loveless	2	1	neg_negative
not lovelorn	2	1	neg_negative
not lovesick	2	1	neg_negative
not low end	3	0	neg_negative
not low expectation	3	0	neg_negative
not low point	3	0	neg_negative
not low quality	3	0	neg_negative
not low rank	3	0	neg_negative
not low rated	3	0	neg_negative
not low regard	3	1	neg_negative
not lowborn	2	0	neg_negative
not lowbred	2	0	neg_negative
not lowbrow	2	0	neg_negative
not lowermost	2	0	neg_negative
not lowli	2	1	neg_negative
not lowly	2	0	neg_negative
not luckless	2	1	neg_negative
not ludicrous	2	1	neg_negative
not lunatic	2	1	neg_negative
not lure	2	0	neg_negative
not lured	2	0	neg_negative
not lurer	2	0	neg_negative
not lures	2	0	neg_negative
not lurid	2	0	neg_negative
not luring	2	1	neg_negative
not lurk	2	1	neg_negative
not lust	2	0	neg_negative
not lustful	2	1	neg_negative
not lying	2	0	neg_negative
not lynch	2	1	neg_negative
not mad	2	0	neg_negative
not madd	2	1	neg_negative
not madhouse	2	1	neg_negative
not madly	2	0	neg_negative
not madman	2	1	neg_negative
not madmen	2	1	neg_negative
not madness	2	1	neg_negative
not madwoman	2	1	neg_negative
not maggot	2	1	neg_negative
not maim	2	1	neg_negative
not maladjust	2	1	neg_negative
not malady	2	1	neg_negative
not malefic	2	1	neg_negative
not malevolen	2	1	neg_negative
not malic	2	1	neg_negative
not malign	2	1	neg_negative
not mangl	2	1	neg_negative
not maniac	2	1	neg_negative
not manslaughter	2	1	neg_negative
not manur	2	1	neg_negative
not mar	2	0	neg_negative
not maraud	2	1	neg_negative
not marginaliz	2	1	neg_negative
not marred	2	0	neg_negative
not marring	2	0	neg_negative
not mars	2	0	neg_negative
not masochis	2	1	neg_negative
not masquerad	2	1	neg_negative
not massacr	2	1	neg_negative
not meager	2	1	neg_negative
not mean spirit	3	1	neg_negative
not meaner	2	0	neg_negative
not meanest	2	1	neg_negative
not meanies	2	1	neg_negative
not meaningless	2	1	neg_negative
not meanly	2	0	neg_negative
not meanness	2	1	neg_negative
not meddl	2	1	neg_negative
not mediocr	2	1	neg_negative
not meek	2	1	neg_negative
not melanc	2	1	neg_negative
not menac	2	1	neg_negative
not menial	2	1	neg_negative
not merciless	2	1	neg_negative
not mess	2	0	neg_negative
not messed	2	0	neg_negative
not messes	2	0	neg_negative
not messier	2	0	neg_negative
not messiest	2	0	neg_negative
not messiness	2	0	neg_negative
not messing	2	0	neg_negative
not messy	2	1	neg_negative
not mildew	2	0	neg_negative
not misanthrop	2	1	neg_negative
not misbehav	2	1	neg_negative
not miscarriage	2	1	neg_negative
not mischie	2	1	neg_negative
not misconduct	2	0	neg_negative
not misdeed	2	1	neg_negative
not miser	2	1	neg_negative
not misfortun	2	1	neg_negative
not misgiving	2	1	neg_negative
not misguid	2	1	neg_negative
not mishandl	2	1	neg_negative
not mishap	2	1	neg_negative
not misinform	2	1	neg_negative
not misle	2	1	neg_negative
not misog	2	1	neg_negative
not misplacement	2	1	neg_negative
not misrepresent	2	1	neg_negative
not misspeak	2	1	neg_negative
not misspend	2	1	neg_negative
not misspent	2	1	neg_negative
not misspok	2	1	neg_negative
not misstat	2	1	neg_negative
not misstep	2	1	neg_negative
not mist	2	0	neg_negative
not mistak	2	1	neg_negative
not mistaught	2	0	neg_negative
not misteach	2	1	neg_negative
not mistook	2	0	neg_negative
not mistreat	2	1	neg_negative
not mistrust	2	1	neg_negative
not misty	2	0	neg_negative
not misunderstand	2	1	neg_negative
not misus	2	1	neg_negative
not moan	2	1	neg_negative
not mob	2	0	neg_negative
not mobb	2	1	neg_negative
not mobs	2	0	neg_negative
not mock	2	0	neg_negative
not mocked	2	0	neg_negative
not mocker	2	0	neg_negative
not mockeries	2	0	neg_negative
not mockers	2	0	neg_negative
not mockery	2	0	neg_negative
not mocking	2	0	neg_negative
not mocks	2	0	neg_negative
not mold	2	0	neg_negative
not moldi	2	1	neg_negative
not molds	2	0	neg_negative
not moldy	2	0	neg_negative
not molest	2	1	neg_negative
not monoton	2	1	neg_negative
not monster	2	1	neg_negative
not monstrous	2	1	neg_negative
not moodi	2	1	neg_negative
not moody	2	0	neg_negative
not mordacity	2	1	neg_negative
not moron	2	1	neg_negative
not mortal	2	0	neg_negative
not mortifi	2	1	neg_negative
not mortify	2	1	neg_negative
not motherf	2	1	neg_negative
not motionless	2	1	neg_negative
not mourn	2	1	neg_negative
not mud	2	0	neg_negative
not muddi	2	1	neg_negative
not muddl	2	1	neg_negative
not muddy	2	1	neg_negative
not mumbl	2	1	neg_negative
not mundan	2	1	neg_negative
not murder	2	1	neg_negative
not murkines	2	1	neg_negative
not murky	2	1	neg_negative
not mutter	2	1	neg_negative
not muzzle	2	1	neg_negative
not nag	2	1	neg_negative
not naiv	2	1	neg_negative
not narrow mind	3	1	neg_negative
not narrow vision	3	1	neg_negative
not nast	2	1	neg_negative
not naught	2	1	neg_negative
not nausea	2	1	neg_negative
not nauseous	2	1	neg_negative
not nay	2	1	neg_negative
not nebula	2	1	neg_negative
not nebulou	2	1	neg_negative
not needy	2	1	neg_negative
not negate	2	1	neg_negative
not negation	2	1	neg_negative
not negativ	2	1	neg_negative
not neglect	2	1	neg_negative
not negligen	2	1	neg_negative
not nepotis	2	1	neg_negative
not nervou	2	1	neg_negative
not nervous	2	1	neg_negative
not nettl	2	1	neg_negative
not neurotic	2	1	neg_negative
not neuter	2	1	neg_negative
not nightmar	2	1	neg_negative
not no man's land	4	0	neg_negative
not noisom	2	1	neg_negative
not nonchalant	2	1	neg_negative
not noncomplian	2	1	neg_negative
not nonfeasance	2	0	neg_negative
not nonfunction	2	0	neg_negative
not nonmalleab	2	1	neg_negative
not nonmarketab	2	1	neg_negative
not nonoperational	2	0	neg_negative
not nonplus	2	0	neg_negative
not nonproductive	2	0	neg_negative
not nonrealistic	2	0	neg_negative
not nonrenewable	2	0	neg_negative
not nonsens	2	1	neg_negative
not nonstarter	2	0	neg_negative
not nonviable	2	0	neg_negative
not nosedive	2	1	neg_negative
not novice	2	1	neg_negative
not nowhere	2	0	neg_negative
not nuisanc	2	1	neg_negative
not null	2	0	neg_negative
not nullif	2	1	neg_negative
not numb	2	0	neg_negative
not numbing	2	0	neg_negative
not numbness	2	1	neg_negative
not obit	2	1	neg_negative
not objection	2	1	neg_negative
not obliterat	2	1	neg_negative
not obliv	2	1	neg_negative
not obnoxious	2	1	neg_negative
not obscen	2	1	neg_negative
not obscur	2	1	neg_negative
not obsolet	2	1	neg_negative
not obstacl	2	1	neg_negative
not obstinat	2	1	neg_negative
not obstruct	2	1	neg_negative
not odd	2	0	neg_negative
not oddball	2	1	neg_negative
not oddest	2	1	neg_negative
not oddit	2	1	neg_negative
not oddly	2	0	neg_negative
not oddness	2	1	neg_negative
not odious	2	1	neg_negative
not odium	2	1	neg_negative
not off balance	3	0	neg_negative
not off the rails	4	0	neg_negative
not offend	2	1	neg_negative
not offens	2	1	neg_negative
not oh well	3	0	neg_negative
not ominous	2	1	neg_negative
not omission	2	1	neg_negative
not omit	2	1	neg_negative
not onerous	2	0	neg_negative
not opinionated	2	1	neg_negative
not opponent	2	1	neg_negative
not opportunism	2	0	neg_negative
not opportunist	2	1	neg_negative
not oppose	2	1	neg_negative
not opposed	2	0	neg_negative
not opposer	2	0	neg_negative
not opposes	2	0	neg_negative
not opposing	2	0	neg_negative
not opposite	2	0	neg_negative
not opposition	2	0	neg_negative
not oppress	2	1	neg_negative
not opprobrious	2	1	neg_negative
not ordeal	2	1	neg_negative
not orphan	2	1	neg_negative
not ostraci	2	1	neg_negative
not oust	2	1	neg_negative
not out of control	4	0	neg_negative
not out of pocket	4	0	neg_negative
not outburst	2	1	neg_negative
not outcast	2	1	neg_negative
not outcry	2	1	neg_negative
not outlaw	2	1	neg_negative
not outrag	2	1	neg_negative
not overbearing	2	1	neg_negative
not overblown	2	1	neg_negative
not overcast	2	1	neg_negative
not overcompensat	2	1	neg_negative
not overconfiden	2	1	neg_negative
not overcrowd	2	1	neg_negative
not overflow	2	1	neg_negative
not overgrown	2	1	neg_negative
not overlook	2	1	neg_negative
not overpowered	2	0	neg_negative
not overpric	2	0	neg_negative
not overprotective	2	0	neg_negative
not overreact	2	1	neg_negative
not overrun	2	1	neg_negative
not oversight	2	1	neg_negative
not oversized	2	0	neg_negative
not overstep	2	1	neg_negative
not overstrung	2	0	neg_negative
not overthrow	2	1	neg_negative
not overturn	2	1	neg_negative
not overwhelm	2	1	neg_negative
not overzealous	2	0	neg_negative
not owe	2	1	neg_negative
not pain	2	0	neg_negative
not pained	2	1	neg_negative
not painf	2	1	neg_negative
not paining	2	1	neg_negative
not pains	2	0	neg_negative
not pall	2	0	neg_negative
not pallid	2	1	neg_negative
not paltry	2	1	neg_negative
not pandemonium	2	1	neg_negative
not pandora's box	3	0	neg_negative
not panic	2	0	neg_negative
not panics	2	0	neg_negative
not panned	2	0	neg_negative
not paralysis	2	1	neg_negative
not paralyze	2	1	neg_negative
not paranoi	2	1	neg_negative
not parasit	2	1	neg_negative
not parochial	2	1	neg_negative
not passe	2	0	neg_negative
not passionless	2	0	neg_negative
not patchi	2	1	neg_negative
not patchy	2	0	neg_negative
not pathetic	2	1	neg_negative
not pathless	2	1	neg_negative
not patronag	2	1	neg_negative
not peculiar	2	1	neg_negative
not peev	2	1	neg_negative
not penalt	2	1	neg_negative
not peril	2	1	neg_negative
not perish	2	1	neg_negative
not perplex	2	1	neg_negative
not persecut	2	1	neg_negative
not perturb	2	1	neg_negative
not perver	2	1	neg_negative
not pessimis	2	1	neg_negative
not pest	2	0	neg_negative
not pester	2	1	neg_negative
not pestering	2	1	neg_negative
not pesti	2	1	neg_negative
not pests	2	0	neg_negative
not petty	2	1	neg_negative
not phobi	2	1	neg_negative
not phobic	2	1	neg_negative
not phony	2	1	neg_negative
not pillory	2	1	neg_negative
not pinch	2	1	neg_negative
not piqu	2	1	neg_negative
